transaction_id,customer_id,branch_id,transaction_amount,investment_amount,total_balance,firm_revenue,expenses,profit_margin,account_type,investment_type,customer_type,age,transaction_date,city,region,bank_name,city_branch,region_branch
305501,208842,1700,4414.0,17409,44764,97144.0,31275,40.72,Business,Recurring Deposit,Unknown,78.0,2022-08-08,Nashik,West,HDFC Bank,Mumbai,East
305502,207920,1495,1044.0,12302,78363,782387.0,95006,75.66,Current,Recurring Deposit,Individual,51.0,2023-11-27,Kolhapur,East,HDFC Bank,Mumbai,South
305503,207922,1184,4857.0,29836,96269,291516.0,81564,46.63,Business,Recurring Deposit,Employee,43.0,2023-10-07,Kolhapur,East,HDFC Bank,Kolhapur,East
305504,207641,1323,1431.0,17061,72669,443661.0,371258,-3.89,Business,Mutual Fund,Employee,69.0,2024-05-09,Nashik,North,HDFC Bank,Solapur,East
305505,202094,1559,454.63,46503,53031,298901.0,353623,5.46,Business,Fixed Deposit,Business,23.0,2022-04-06,Nashik,West,HDFC Bank,Solapur,North
305506,204101,1540,270.0,1492,13282,490746.0,259224,88.11,Current,Mutual Fund,Individual,65.0,2025-01-13,Nashik,East,HDFC Bank,Pune,West
305507,209762,1061,3288.0,38309,80223,668871.0,153491,-29.88,Current,Mutual Fund,Business,21.0,2023-03-27,Mumbai,West,HDFC Bank,Pune,South
305508,209338,1672,3849.0,49611,12977,319608.0,325876,7.2,Current,Mutual Fund,Unknown,61.0,2024-10-29,Nashik,North,HDFC Bank,Pune,South
305509,204852,1167,702.0,7026,99943,108475.0,165270,-11.29,Savings,Fixed Deposit,Individual,26.0,2025-02-15,Nagpur,South,HDFC Bank,Solapur,South
305510,205007,1303,310.0,46835,57953,213633.0,285632,51.95,Savings,Recurring Deposit,Employee,71.0,2022-12-03,Solapur,North,HDFC Bank,Mumbai,North
305511,202568,1767,848.0,32259,15507,472104.0,163547,37.24,Business,Fixed Deposit,Individual,46.0,2024-05-27,Mumbai,West,HDFC Bank,Nagpur,East
305512,204938,1686,3507.0,49100,83852,688696.0,119423,-24.88,Savings,Mutual Fund,Individual,49.0,2022-10-25,Nagpur,South,HDFC Bank,Kolhapur,South
305513,203796,1541,1327.0,36767,92455,118188.0,75897,-2.57,Current,Recurring Deposit,Individual,62.0,2024-02-12,Solapur,South,HDFC Bank,Mumbai,West
305514,205933,1970,3990.0,45215,54018,518348.5,193808,-15.36,Savings,Fixed Deposit,Employee,55.0,2022-11-23,Nagpur,East,HDFC Bank,Kolhapur,East
305515,202374,1500,4986.0,18284,47272,757389.0,429626,24.22,Current,Recurring Deposit,Employee,37.0,2022-12-24,Pune,West,HDFC Bank,Nashik,South
305516,201931,1055,4374.0,38004,19304,999028.0,235173,97.69,Savings,Mutual Fund,Individual,64.0,2024-08-16,Pune,East,HDFC Bank,Solapur,North
305517,207026,1655,1493.0,41306,99735,117404.0,438879,14.59,Current,Recurring Deposit,Business,69.0,2024-08-15,Nagpur,South,HDFC Bank,Pune,East
305518,206887,1731,3419.0,11668,74556,434663.0,57379,71.09,Savings,Mutual Fund,Individual,65.0,2025-01-08,Pune,East,HDFC Bank,Nagpur,East
305519,207173,1130,4945.0,37424,29836,595312.0,349564,20.03,Business,Recurring Deposit,Employee,68.0,2022-11-03,Kolhapur,West,HDFC Bank,Pune,West
305520,204138,1468,4441.0,15750,26947,768420.0,164449,40.44,Savings,Mutual Fund,Employee,42.0,2024-04-10,Kolhapur,North,HDFC Bank,Mumbai,East
305521,207449,1028,2241.0,21950,6158,301173.0,122217,-24.9,Savings,Recurring Deposit,Individual,74.0,2023-09-29,Solapur,North,HDFC Bank,Pune,West
305522,201589,1627,2547.0,38754,26793,688000.0,136609,-0.82,Business,Fixed Deposit,Unknown,69.0,2022-05-22,Pune,East,HDFC Bank,Nagpur,West
305523,202943,1666,515.0,3703,98347,224121.0,290530,-17.51,Business,Mutual Fund,Employee,42.0,2023-02-23,Mumbai,West,HDFC Bank,Pune,West
305524,207818,1904,1567.0,25501,45801,518348.5,484979,31.39,Current,Recurring Deposit,Individual,78.0,2024-04-16,Solapur,South,HDFC Bank,Nashik,North
305525,205334,1338,1528.0,38843,16344,518661.0,388470,99.64,Business,Fixed Deposit,Individual,28.0,2023-03-16,Mumbai,East,HDFC Bank,Solapur,South
305526,203096,1495,4449.0,49686,27215,782387.0,95006,75.66,Savings,Recurring Deposit,Individual,49.0,2022-06-26,Kolhapur,North,HDFC Bank,Mumbai,South
305527,200907,1462,2599.0,30831,66809,526771.0,194721,9.21,Current,Fixed Deposit,Individual,62.0,2023-05-05,Mumbai,East,HDFC Bank,Mumbai,South
305528,204672,1419,618.0,20119,69264,75078.0,396884,-40.62,Savings,Recurring Deposit,Individual,66.0,2023-10-15,Solapur,East,HDFC Bank,Solapur,South
305529,208451,1301,846.0,14503,18249,958204.0,294366,14.12,Current,Fixed Deposit,Employee,49.0,2023-03-19,Kolhapur,East,HDFC Bank,Nashik,South
305530,208128,1433,2473.0,7449,53346,859751.0,391706,-16.86,Current,Fixed Deposit,Individual,45.0,2022-05-26,Pune,North,HDFC Bank,Mumbai,North
305531,205537,1713,4471.0,13434,44510,491267.0,143105,-14.73,Business,Recurring Deposit,Business,40.0,2025-01-22,Nagpur,West,HDFC Bank,Kolhapur,South
305532,205594,1571,4367.0,38930,75918,75223.0,495797,-11.02,Savings,Recurring Deposit,Business,44.0,2023-02-05,Nagpur,South,HDFC Bank,Kolhapur,East
305533,209324,1081,2447.0,27596,98945,810727.0,234848,63.59,Current,Fixed Deposit,Employee,71.0,2024-06-02,Pune,North,HDFC Bank,Nagpur,West
305534,202762,1421,3230.0,39490,10674,647760.0,233210,-6.9,Current,Mutual Fund,Business,60.0,2023-10-03,Nagpur,East,HDFC Bank,Solapur,West
305535,209869,1460,3633.0,25151,93775,386303.0,369052,55.12,Current,Fixed Deposit,Business,57.0,2023-11-13,Mumbai,East,HDFC Bank,Mumbai,South
305536,200869,1561,3405.0,49836,18922,926590.0,128317,96.74,Current,Recurring Deposit,Unknown,56.0,2024-03-19,Solapur,East,HDFC Bank,Mumbai,East
305537,202031,1215,2821.0,6300,71320,699446.0,482171,15.07,Business,Fixed Deposit,Individual,72.0,2024-02-25,Nagpur,North,HDFC Bank,Pune,North
305538,208124,1376,4439.0,37014,46027,160996.0,394440,-33.13,Business,Fixed Deposit,Employee,30.0,2022-06-01,Pune,West,HDFC Bank,Solapur,West
305539,209780,1429,1935.0,40717,19575,828037.0,107503,9.6,Savings,Mutual Fund,Employee,25.0,2022-05-21,Kolhapur,East,HDFC Bank,Nashik,West
305540,205237,1969,800.0,9248,13770,231054.0,460430,0.52,Current,Mutual Fund,Employee,70.0,2024-12-22,Kolhapur,East,HDFC Bank,Nagpur,East
305541,208766,1537,632.0,44272,26722,61579.0,216097,-18.84,Savings,Recurring Deposit,Individual,42.0,2023-08-06,Nashik,South,HDFC Bank,Pune,North
305542,208332,1501,4847.0,8000,80893,629391.0,62900,73.59,Savings,Mutual Fund,Business,65.0,2022-08-28,Pune,South,HDFC Bank,Nashik,South
305543,204094,1494,4705.0,1654,52535,85939.0,321982,60.49,Business,Fixed Deposit,Individual,45.0,2025-03-18,Kolhapur,East,HDFC Bank,Solapur,South
305544,203372,1859,1589.0,11987,21064,892465.0,216124,21.16,Current,Recurring Deposit,Business,79.0,2024-06-07,Nashik,North,HDFC Bank,Nashik,South
305545,206368,1339,2455.0,2562,17716,449628.0,143172,-24.47,Business,Recurring Deposit,Business,62.0,2024-11-29,Mumbai,East,HDFC Bank,Pune,South
305546,209398,1644,1852.0,2196,24600,575676.0,62936,-34.27,Current,Recurring Deposit,Business,33.0,2023-05-19,Solapur,South,HDFC Bank,Nashik,South
305547,206304,1326,3165.0,11228,6628,134485.0,70906,-19.1,Current,Mutual Fund,Individual,65.0,2023-05-04,Nagpur,West,HDFC Bank,Kolhapur,South
305548,209277,1164,4721.0,13293,56579,975264.0,115810,-6.68,Savings,Fixed Deposit,Business,46.0,2024-09-04,Pune,East,HDFC Bank,Kolhapur,West
305549,200396,1744,3061.0,7962,4307,455970.0,157803,-25.74,Savings,Mutual Fund,Individual,79.0,2024-07-13,Mumbai,East,HDFC Bank,Kolhapur,South
305550,201864,1031,3104.0,13060,39287,646023.0,117992,-15.94,Business,Fixed Deposit,Employee,76.0,2024-08-22,Kolhapur,North,HDFC Bank,Solapur,East
305551,206372,1504,4903.0,36040,82983,645900.0,329571,36.15,Business,Recurring Deposit,Business,70.0,2022-12-16,Mumbai,East,HDFC Bank,Nashik,West
305552,208629,1915,3747.0,10297,88227,81491.0,440643,66.59,Current,Recurring Deposit,Individual,36.0,2023-10-27,Solapur,West,HDFC Bank,Nagpur,West
305553,206557,1702,4363.0,5236,37033,761788.0,130262,3.64,Savings,Fixed Deposit,Individual,25.0,2024-12-30,Pune,North,HDFC Bank,Solapur,South
305554,206752,1669,2816.0,45563,90113,518348.5,237532,-4.75,Savings,Recurring Deposit,Individual,71.0,2023-10-30,Solapur,North,HDFC Bank,Kolhapur,North
305555,205951,1029,2293.0,24393,6506,637247.0,235181,54.57,Current,Fixed Deposit,Business,32.0,2023-10-09,Solapur,West,HDFC Bank,Nashik,West
305556,200651,1933,4903.0,15417,51795,507858.0,114568,-38.18,Business,Mutual Fund,Individual,38.0,2024-09-18,Mumbai,West,HDFC Bank,Kolhapur,West
305557,202177,1272,4830.0,26213,48380,761743.0,195224,-22.53,Current,Fixed Deposit,Employee,42.0,2024-12-29,Mumbai,West,HDFC Bank,Pune,South
305558,208846,1897,1488.0,44974,19207,605108.0,447131,-34.94,Savings,Mutual Fund,Individual,20.0,2022-07-19,Kolhapur,East,HDFC Bank,Kolhapur,East
305559,200848,1088,4193.0,38412,53216,246436.0,57113,5.95,Business,Recurring Deposit,Unknown,55.0,2024-05-31,Pune,North,HDFC Bank,Mumbai,West
305560,209378,1765,2725.0,6583,9388,919512.0,426555,-23.74,Current,Recurring Deposit,Business,43.0,2023-04-15,Pune,East,HDFC Bank,Pune,South
305561,208669,1535,3542.0,1461,17407,278807.0,216511,1.42,Savings,Fixed Deposit,Individual,23.0,2023-10-26,Kolhapur,West,HDFC Bank,Mumbai,North
305562,201061,1787,1903.0,40565,83496,994546.0,489614,52.92,Business,Fixed Deposit,Individual,29.0,2023-03-02,Mumbai,South,HDFC Bank,Pune,East
305563,200975,1791,4641.0,39976,5886,929317.0,307857,67.28,Current,Fixed Deposit,Employee,52.0,2024-05-31,Pune,West,HDFC Bank,Mumbai,South
305564,205883,1713,2801.0,39199,9783,491267.0,143105,-14.73,Business,Recurring Deposit,Individual,37.0,2023-12-11,Pune,West,HDFC Bank,Kolhapur,South
305565,200518,1611,4909.0,21384,84975,798653.0,352900,29.91,Current,Fixed Deposit,Individual,43.0,2023-09-20,Nagpur,West,HDFC Bank,Pune,South
305566,202948,1734,362.0,20655,58709,518348.5,370131,-44.34,Savings,Fixed Deposit,Individual,21.0,2023-09-07,Nagpur,North,HDFC Bank,Mumbai,East
305567,207996,1819,1554.0,49864,47730,625700.0,431399,72.15,Current,Mutual Fund,Business,76.0,2024-04-15,Pune,North,HDFC Bank,Solapur,South
305568,203802,1624,797.0,32481,23072,509652.0,238621,70.67,Current,Recurring Deposit,Employee,65.0,2024-04-07,Kolhapur,East,HDFC Bank,Nagpur,South
305569,208256,1874,1714.0,36193,30707,125358.0,212889,16.47,Savings,Fixed Deposit,Business,68.0,2024-10-14,Nashik,West,HDFC Bank,Pune,East
305570,204032,1245,1550.0,49477,46036,695024.0,196918,-5.56,Business,Mutual Fund,Individual,43.0,2022-03-31,Kolhapur,South,HDFC Bank,Mumbai,North
305571,209044,1340,469.0,4475,69679,842459.0,230719,37.71,Business,Fixed Deposit,Employee,52.0,2024-05-08,Pune,East,HDFC Bank,Nashik,North
305572,209153,1229,2327.0,36205,53105,832356.0,101213,21.66,Savings,Recurring Deposit,Individual,59.0,2022-10-22,Nashik,South,HDFC Bank,Nashik,West
305573,208197,1551,1851.0,45928,46118,527544.0,379038,44.27,Savings,Fixed Deposit,Employee,68.0,2024-02-02,Mumbai,West,HDFC Bank,Pune,North
305574,204359,1781,4901.0,21534,30858,518348.5,200295,-40.04,Business,Fixed Deposit,Individual,78.0,2022-12-03,Kolhapur,South,HDFC Bank,Solapur,East
305575,204148,1598,2032.0,29703,85517,147812.0,110772,-49.41,Savings,Recurring Deposit,Individual,46.0,2023-03-13,Pune,West,HDFC Bank,Solapur,South
305576,202312,1581,4988.0,19961,71545,718986.0,159067,41.49,Business,Mutual Fund,Business,76.0,2022-07-18,Nagpur,East,HDFC Bank,Pune,West
305577,202853,1895,4335.0,28428,94689,880623.0,276872,33.35,Savings,Recurring Deposit,Individual,49.0,2024-05-28,Pune,East,HDFC Bank,Kolhapur,West
305578,206303,1615,799.0,28838,9057,417095.0,84820,81.01,Savings,Mutual Fund,Employee,46.0,2024-12-14,Nagpur,East,HDFC Bank,Pune,East
305579,207190,1169,895.0,36602,9857,840077.0,69074,40.43,Savings,Recurring Deposit,Employee,77.0,2023-05-31,Mumbai,South,HDFC Bank,Pune,East
305580,202432,1964,843.0,23660,25083,332636.0,325277,57.23,Savings,Fixed Deposit,Business,26.0,2023-02-12,Kolhapur,West,HDFC Bank,Nagpur,East
305581,204970,1135,4081.0,33055,26368,175873.0,20946,55.55,Savings,Recurring Deposit,Individual,56.0,2022-11-09,Solapur,North,HDFC Bank,Nashik,South
305582,209471,1436,1372.0,44147,80326,300473.0,208702,84.71,Savings,Recurring Deposit,Employee,39.0,2023-01-05,Nagpur,West,HDFC Bank,Kolhapur,North
305583,200617,1765,1116.0,15784,94393,919512.0,426555,-23.74,Business,Recurring Deposit,Individual,62.0,2022-11-20,Kolhapur,West,HDFC Bank,Pune,South
305584,202359,1453,1829.0,36013,44471,517372.0,226511,-18.88,Savings,Recurring Deposit,Individual,39.0,2023-10-04,Kolhapur,South,HDFC Bank,Kolhapur,East
305585,203931,1764,4511.0,6328,19676,822390.0,379108,-20.85,Current,Mutual Fund,Business,31.0,2024-10-11,Pune,East,HDFC Bank,Pune,East
305586,205602,1831,1994.0,9583,44436,331172.0,231833,75.92,Business,Mutual Fund,Individual,64.0,2022-09-20,Kolhapur,East,HDFC Bank,Nashik,East
305587,202079,1150,2224.0,28106,41183,972742.0,142072,35.0,Current,Recurring Deposit,Unknown,32.0,2025-01-10,Pune,South,HDFC Bank,Pune,East
305588,202885,1409,3133.32,39715,30625,943377.0,446561,-3.12,Savings,Mutual Fund,Individual,42.0,2023-03-13,Nashik,North,HDFC Bank,Kolhapur,West
305589,208284,1472,3533.0,47151,3026,338461.0,150023,-16.92,Business,Recurring Deposit,Business,69.0,2023-12-25,Nagpur,East,HDFC Bank,Solapur,West
305590,209082,1819,4839.0,34122,91159,625700.0,431399,72.15,Current,Fixed Deposit,Individual,49.0,2023-08-15,Mumbai,West,HDFC Bank,Solapur,South
305591,204129,1611,2839.0,12343,27637,798653.0,352900,29.91,Savings,Recurring Deposit,Employee,48.0,2022-09-13,Nashik,West,HDFC Bank,Pune,South
305592,203360,1105,2706.0,48686,86104,518348.5,336150,-46.74,Business,Recurring Deposit,Employee,56.0,2024-04-07,Kolhapur,East,HDFC Bank,Kolhapur,East
305593,209559,1001,733.0,46584,63527,211155.0,216256,79.53,Savings,Recurring Deposit,Employee,49.0,2025-02-01,Nashik,East,HDFC Bank,Mumbai,North
305594,206456,1218,3110.0,44570,88324,519640.0,112598,32.53,Current,Fixed Deposit,Business,54.0,2024-04-02,Pune,West,HDFC Bank,Nashik,North
305595,207829,1774,3388.0,4510,84030,540674.0,22332,30.09,Business,Fixed Deposit,Individual,19.0,2024-04-03,Solapur,East,HDFC Bank,Solapur,South
305596,205323,1034,4602.0,6218,34262,518348.5,131077,29.7,Business,Fixed Deposit,Individual,62.0,2023-02-11,Nashik,South,HDFC Bank,Solapur,West
305597,204715,1075,820.0,40610,16081,105973.0,493415,38.88,Business,Mutual Fund,Individual,46.0,2024-09-23,Nashik,West,HDFC Bank,Kolhapur,South
305598,204818,1794,3617.0,11802,54496,982714.0,321173,77.49,Business,Fixed Deposit,Business,61.0,2022-11-26,Nashik,South,HDFC Bank,Kolhapur,West
305599,203500,1586,1176.0,18218,43608,789479.0,280071,30.2,Business,Fixed Deposit,Employee,48.0,2024-12-20,Kolhapur,West,HDFC Bank,Nagpur,North
305600,205095,1339,2498.0,24156,69833,449628.0,143172,-24.47,Current,Fixed Deposit,Individual,73.0,2023-12-19,Pune,West,HDFC Bank,Pune,South
305601,207674,1644,753.0,37048,45214,575676.0,62936,-34.27,Business,Fixed Deposit,Business,74.0,2022-04-24,Pune,South,HDFC Bank,Nashik,South
305602,209677,1027,3474.0,17543,62520,405516.0,184621,-25.05,Business,Mutual Fund,Employee,63.0,2023-04-03,Nashik,North,HDFC Bank,Mumbai,East
305603,205302,1814,1653.0,5170,93076,907960.0,37263,66.17,Savings,Mutual Fund,Individual,73.0,2022-05-27,Solapur,West,HDFC Bank,Mumbai,West
305604,207226,1060,1446.0,43669,66489,305241.0,220112,18.76,Business,Mutual Fund,Individual,42.0,2022-10-05,Mumbai,North,HDFC Bank,Kolhapur,East
305605,209504,1821,1232.0,34443,48489,766463.0,340659,-22.65,Current,Fixed Deposit,Business,67.0,2024-08-27,Nagpur,West,HDFC Bank,Solapur,East
305606,206239,1641,4934.0,33843,45124,651409.0,281103,67.94,Current,Mutual Fund,Employee,57.0,2024-09-26,Mumbai,North,HDFC Bank,Nashik,West
305607,206648,1186,352.0,37154,43689,150509.0,337315,3.72,Current,Recurring Deposit,Employee,36.0,2022-11-26,Kolhapur,East,HDFC Bank,Pune,East
305608,208402,1910,1018.0,11451,73145,378234.0,148003,-48.95,Savings,Mutual Fund,Individual,60.0,2022-10-16,Nagpur,North,HDFC Bank,Mumbai,North
305609,207949,1790,3266.0,40198,40017,519437.0,36023,69.69,Business,Mutual Fund,Business,74.0,2024-11-22,Solapur,West,HDFC Bank,Mumbai,East
305610,207738,1335,3615.0,49388,12875,659078.0,137312,40.61,Current,Mutual Fund,Business,69.0,2024-05-25,Pune,West,HDFC Bank,Solapur,East
305611,208974,1900,2336.0,40507,48139,518348.5,67800,-13.88,Business,Fixed Deposit,Individual,68.0,2022-05-20,Mumbai,North,HDFC Bank,Nagpur,East
305612,208094,1377,4852.0,14031,21192,128550.0,243978,0.53,Current,Fixed Deposit,Individual,19.0,2024-08-25,Mumbai,West,HDFC Bank,Mumbai,West
305613,207136,1342,2271.0,7506,46630,283937.0,279985,7.82,Current,Mutual Fund,Individual,57.0,2022-11-04,Nashik,North,HDFC Bank,Solapur,North
305614,207370,1269,4030.0,24214,62825,549794.0,362968,4.84,Current,Fixed Deposit,Individual,64.0,2022-06-15,Kolhapur,West,HDFC Bank,Solapur,East
305615,200111,1625,1900.0,13535,12646,199997.0,300949,-3.51,Savings,Recurring Deposit,Individual,74.0,2022-12-04,Kolhapur,North,HDFC Bank,Nashik,West
305616,209580,1982,4355.0,18065,15537,884331.0,323028,34.74,Business,Recurring Deposit,Business,69.0,2023-04-26,Nagpur,North,HDFC Bank,Mumbai,North
305617,205242,1607,1480.0,17128,20086,910545.0,226916,94.26,Business,Mutual Fund,Employee,58.0,2022-12-25,Pune,West,HDFC Bank,Mumbai,North
305618,203784,1620,1371.0,25714,36261,183304.0,293070,-30.47,Business,Recurring Deposit,Individual,50.0,2024-05-31,Pune,North,HDFC Bank,Pune,South
305619,200696,1499,4503.0,15060,13546,101014.0,232018,-44.13,Business,Mutual Fund,Individual,60.0,2023-12-10,Pune,North,HDFC Bank,Kolhapur,South
305620,207737,1103,1585.0,14091,34021,941020.0,22378,-44.16,Current,Recurring Deposit,Individual,63.0,2024-10-07,Nagpur,North,HDFC Bank,Solapur,East
305621,209052,1118,1049.0,38498,17259,204248.0,208385,83.7,Business,Mutual Fund,Employee,34.0,2024-08-12,Kolhapur,South,HDFC Bank,Nagpur,West
305622,208446,1345,4217.0,26918,17813,888090.0,25230,71.58,Savings,Fixed Deposit,Employee,39.0,2024-12-05,Pune,North,HDFC Bank,Nashik,East
305623,201252,1026,2793.18,41894,84497,173491.0,197880,84.95,Savings,Fixed Deposit,Individual,35.0,2022-04-18,Solapur,East,HDFC Bank,Kolhapur,East
305624,209556,1947,912.0,6627,22193,335172.0,375887,0.13,Savings,Fixed Deposit,Individual,63.0,2025-01-11,Nashik,East,HDFC Bank,Pune,South
305625,202974,1679,383.0,34052,40966,739287.0,323777,-11.46,Business,Mutual Fund,Employee,30.0,2023-06-04,Nagpur,West,HDFC Bank,Kolhapur,West
305626,209780,1429,4262.0,42256,92300,828037.0,107503,9.6,Savings,Mutual Fund,Employee,25.0,2022-08-01,Kolhapur,East,HDFC Bank,Nashik,West
305627,203409,1544,593.0,3901,38642,995324.0,430464,94.62,Current,Recurring Deposit,Employee,35.0,2023-02-20,Solapur,South,HDFC Bank,Kolhapur,South
305628,200257,1616,3721.0,29712,70308,418999.0,360406,17.38,Savings,Fixed Deposit,Business,61.0,2024-02-16,Solapur,South,HDFC Bank,Solapur,South
305629,203131,1235,1738.0,1138,96149,187739.0,270092,91.62,Business,Fixed Deposit,Employee,78.0,2024-10-18,Pune,North,HDFC Bank,Pune,North
305630,205077,1373,105.0,25158,9261,609020.0,316593,-15.61,Current,Mutual Fund,Individual,49.0,2024-03-22,Pune,South,HDFC Bank,Mumbai,East
305631,208623,1588,1777.0,10597,96466,761855.0,269266,9.65,Savings,Mutual Fund,Individual,72.0,2024-04-07,Pune,South,HDFC Bank,Mumbai,North
305632,200117,1863,1591.0,13138,93049,182556.0,280410,11.31,Business,Recurring Deposit,Individual,35.0,2022-12-10,Nashik,South,HDFC Bank,Nagpur,East
305633,206076,1585,3478.0,48014,4333,213719.0,448462,-31.45,Business,Mutual Fund,Business,30.0,2023-02-24,Nagpur,South,HDFC Bank,Pune,North
305634,202947,1923,4173.0,19126,84173,520239.0,415391,52.1,Business,Recurring Deposit,Individual,32.0,2023-12-19,Solapur,North,HDFC Bank,Solapur,East
305635,206169,1275,2224.0,32842,5875,441168.0,269966,16.04,Current,Recurring Deposit,Individual,22.0,2024-10-09,Solapur,South,HDFC Bank,Nagpur,West
305636,200339,1232,4751.0,33208,82158,192880.0,448885,8.09,Business,Fixed Deposit,Individual,58.0,2022-10-28,Mumbai,East,HDFC Bank,Solapur,South
305637,201276,1486,2897.0,42715,15989,999975.0,471140,-42.72,Savings,Fixed Deposit,Business,49.0,2024-09-11,Mumbai,West,HDFC Bank,Pune,North
305638,208723,1513,1168.0,27654,2736,612349.0,424973,-36.65,Savings,Mutual Fund,Employee,34.0,2022-12-28,Solapur,West,HDFC Bank,Mumbai,South
305639,203375,1190,3542.0,38596,96330,945199.0,479231,-10.01,Savings,Recurring Deposit,Employee,24.0,2024-11-13,Nagpur,North,HDFC Bank,Nagpur,East
305640,206520,1525,556.0,27397,9494,478631.0,24036,9.06,Business,Recurring Deposit,Employee,64.0,2025-01-08,Kolhapur,South,HDFC Bank,Mumbai,East
305641,201596,1828,1747.0,32164,28910,758790.0,138245,-17.56,Business,Recurring Deposit,Employee,35.0,2024-05-22,Kolhapur,South,HDFC Bank,Pune,South
305642,200150,1168,1897.0,32172,58894,752153.0,249575,68.05,Savings,Recurring Deposit,Business,56.0,2023-05-05,Pune,South,HDFC Bank,Pune,South
305643,200828,1539,447.0,29252,92831,100981.0,435718,38.25,Current,Fixed Deposit,Individual,26.0,2022-12-06,Pune,South,HDFC Bank,Nagpur,North
305644,207870,1472,2043.61,29179,58746,338461.0,150023,-16.92,Current,Mutual Fund,Individual,43.0,2025-02-18,Nagpur,North,HDFC Bank,Solapur,West
305645,208466,1651,2358.0,18864,6754,351038.0,247174,-7.24,Current,Recurring Deposit,Business,27.0,2023-09-04,Pune,South,HDFC Bank,Pune,North
305646,209419,1578,2498.0,10460,53506,815148.0,353594,-47.58,Current,Mutual Fund,Individual,49.0,2024-02-23,Nagpur,West,HDFC Bank,Kolhapur,North
305647,209443,1154,1170.0,48972,57380,581172.0,126846,80.14,Business,Mutual Fund,Employee,27.0,2024-10-02,Mumbai,East,HDFC Bank,Nashik,North
305648,208010,1219,1615.0,8286,61993,578852.0,182486,-18.9,Current,Fixed Deposit,Individual,49.0,2024-09-23,Mumbai,West,HDFC Bank,Nashik,East
305649,208448,1441,4612.0,32249,10011,426239.0,342623,39.04,Savings,Mutual Fund,Employee,22.0,2022-07-05,Nashik,West,HDFC Bank,Nashik,West
305650,200680,1867,633.0,12472,47075,112936.0,463017,-44.39,Business,Fixed Deposit,Individual,72.0,2023-03-13,Mumbai,South,HDFC Bank,Solapur,South
305651,208073,1313,3398.7,12856,14197,650377.0,276911,47.54,Business,Recurring Deposit,Business,49.0,2023-10-29,Kolhapur,South,HDFC Bank,Nashik,West
305652,206479,1229,4948.0,26017,31496,832356.0,101213,21.66,Savings,Mutual Fund,Business,39.0,2023-11-09,Mumbai,West,HDFC Bank,Nashik,West
305653,209834,1130,1840.0,35556,9797,595312.0,349564,20.03,Savings,Recurring Deposit,Business,25.0,2022-10-12,Solapur,East,HDFC Bank,Pune,West
305654,203111,1850,587.0,15149,97597,535416.0,142105,-2.33,Current,Recurring Deposit,Individual,58.0,2022-09-05,Solapur,West,HDFC Bank,Mumbai,East
305655,202982,1584,176.0,47840,39551,213926.0,348782,77.24,Business,Fixed Deposit,Business,61.0,2022-04-15,Nashik,West,HDFC Bank,Kolhapur,North
305656,205075,1076,3183.0,32413,85191,204710.0,300215,76.77,Current,Fixed Deposit,Employee,32.0,2023-01-29,Nashik,East,HDFC Bank,Kolhapur,West
305657,209991,1640,2152.0,16341,39060,157853.0,318293,-7.07,Current,Recurring Deposit,Employee,52.0,2024-06-10,Kolhapur,South,HDFC Bank,Mumbai,West
305658,206473,1885,2864.0,44817,9907,518348.5,300637,33.79,Business,Recurring Deposit,Business,38.0,2024-05-12,Pune,West,HDFC Bank,Kolhapur,South
305659,200242,1849,2586.0,6385,93918,849494.0,191126,-45.98,Savings,Mutual Fund,Business,74.0,2025-02-16,Pune,South,HDFC Bank,Pune,East
305660,205054,1520,2786.0,34115,80030,721288.0,411579,89.01,Business,Recurring Deposit,Business,67.0,2024-01-02,Nashik,South,HDFC Bank,Nagpur,North
305661,200479,1882,1967.0,3660,90086,368200.0,420327,-43.0,Savings,Mutual Fund,Individual,50.0,2022-11-08,Mumbai,West,HDFC Bank,Mumbai,East
305662,205214,1926,2989.0,10004,60258,389747.0,191855,-28.18,Savings,Recurring Deposit,Individual,69.0,2024-10-16,Kolhapur,North,HDFC Bank,Mumbai,West
305663,205030,1428,1650.0,49310,74268,69590.0,445766,71.38,Current,Mutual Fund,Employee,48.0,2022-08-17,Nashik,North,HDFC Bank,Kolhapur,West
305664,208965,1532,1701.0,42492,18345,387137.0,288541,75.64,Current,Fixed Deposit,Employee,46.0,2022-12-21,Kolhapur,East,HDFC Bank,Nagpur,East
305665,208400,1418,2441.0,48400,79695,168529.0,150902,86.45,Current,Fixed Deposit,Unknown,20.0,2024-03-29,Nagpur,East,HDFC Bank,Nashik,South
305666,209737,1611,2372.0,10795,54010,798653.0,352900,29.91,Business,Mutual Fund,Business,55.0,2024-10-30,Kolhapur,East,HDFC Bank,Pune,South
305667,208148,1363,4293.0,21196,54073,224791.0,38373,3.8,Business,Mutual Fund,Business,26.0,2024-10-07,Solapur,East,HDFC Bank,Kolhapur,West
305668,202625,1533,1426.0,19942,10409,182856.0,20654,64.78,Savings,Mutual Fund,Unknown,51.0,2022-05-20,Nagpur,North,HDFC Bank,Nashik,West
305669,200480,1506,1853.0,27547,1556,63927.0,254606,88.99,Savings,Recurring Deposit,Individual,69.0,2024-06-23,Mumbai,South,HDFC Bank,Kolhapur,North
